Prerequisites,Course Name,Credits,Concurrent Enrollment
,CMM 1200,3,False
,CMM 1210,3,False
,CMM 1220,3,False
,CMM 1250,3,False
,CMM 1300,3,False
ENGL 1900,CMM 1400,3,False
,CMM 1500,3,False
,CMM 1930,3,False
,CMM 1980,3,False
CMM 1000,CMM 2000,3,False
ENGL 1900;EAP 1900,CMM 2100,3,False
ENGL 1900;EAP 1900,CMM 2120,3,False
,CMM 2200,1,False
,CMM 2300,3,False
,CMM 2400,3,False
,CMM 2500,1,False
,CMM 2510,3,False
,CMM 2550,3,False
CMM 1000,CMM 2800,3,False
,CMM 2930,3,False
,CMM 2980,3,False
,CMM 3000,3,False
,CMM 3060,3,False
,CMM 3090,3,False
CMM 2100,CMM 3110,3,False
CMM 2100;CMM 2120,CMM 3120,3,False
CMM 2100,CMM 3130,3,False
,CMM 3200,3,False
,CMM 3300,3,False
CMM 2100,CMM 3420,3,False
,CMM 3440,3,False
CMM 2800,CMM 3460,3,False
,CMM 3500,3,False
,CMM 3510,3,False
,CMM 3530,3,False
,CMM 3560,3,False
,CMM 3600,3,False
CMM 2100;CMM 3600;CMM 3700;CMM 3500,CMM 3610,3,False
,CMM 3700,3,False
CMM 2100;CMM 3700;CMM 3600;CMM 3500,CMM 3710,3,False
,CMM 3840,3,False
,CMM 3910,6,False
CMM 2000;CMM 2800,CMM 3930,3,False
,CMM 3980,3,False
,CMM 4000,3,False
CMM 1000,CMM 4050,3,False
,CMM 4070,3,False
CMM 2100,CMM 4100,3,False
CMM 2100,CMM 4160,3,False
CMM 1000,CMM 4200,3,False
CMM 1000,CMM 4220,3,False
,CMM 4300,3,False
,CMM 4310,6,False
CMM 1000,CMM 4320,3,False
,CMM 4350,3,False
,CMM 4420,3,False
,CMM 4430,3,False
,CMM 4460,3,False
,CMM 4470,3,False
,CMM 4500,3,False
,CMM 4590,3,False
CMM 2800;CMM 3600;CMM 3700;MKT 3000;CMM 3500;CMM 4700,CMM 4600,3,False
CMM 3500,CMM 4610,3,False
CMM 2800;CMM 3600;CMM 3700;MKT 3400;CMM 3500,CMM 4700,3,False
CMM 4700,CMM 4720,6,False
CMM 2800,CMM 4800,3,False
,CMM 4810,3,False
CORE 1000;CORE 1500,CMM 4820,3,True
CORE 1000;CORE 1500,CMM 4830,3,True
CMM 2100;CMM 2120;CMM 1000;CMM 1200,CMM 4910,6,False
,CMM 4930,3,False
,CMM 4931,3,False
,CMM 4932,3,False
,CMM 4933,3,False
CMM 2800,CMM 4960,3,False
,CMM 4980,6,False
ENGL 4005,CMMK 4270,3,False
,CIS 1150,3,False
,CIS 1375,3,False
CIS 1375,CIS 1600,3,False
,CIS 2300,3,False
,CIS 2750,3,False
,CIS 2775,3,False
,CIS 2875,3,False
,CIS 2930,3,False
,CIS 2980,3,False
CIS 1600;CIS 2750,CIS 3000,3,False
CIS 1600;CIS 2750,CIS 3100,3,False
,CIS 3150,3,False
CIS 1600;CIS 2750,CIS 3250,3,False
CIS 1600;MATH 1200,CIS 3300,3,False
CIS 1600;MATH 1200,CIS 3600,3,False
CIS 1375;CIS 1600,CIS 3700,3,False
CIS 1600;CIS 2875,CIS 3850,3,False
CIS 3300,CIS 3900,3,False
,CIS 3930,3,False
,CIS 3980,3,False
,CIS 4050,3,False
CIS 3000,CIS 4100,3,False
CIS 3300;CIS 3600,CIS 4150,3,False
CIS 1600;CIS 2875,CIS 4250,3,False
CIS 3150;CIS 3300,CIS 4300,3,False
CIS 3300,CIS 4400,3,False
CIS 3700,CIS 4550,3,False
CIS 3250,CIS 4600,3,False
CIS 3100,CIS 4610,3,False
CIS 3300,CIS 4700,3,False
CIS 3100,CIS 4720,3,False
CIS 3300,CIS 4750,3,False
,CIS 4800,3,False
,CIS 4930,3,False
,CIS 4980,3,False
,CSCI 1010,3,False
,CSCI 1020,3,False
,CSCI 1025,3,False
,CSCI 1030,3,False
,CSCI 1040,3,False
,CSCI 1050,3,False
MATH 1510;MATH 1320;MATH 1520;MATH 2530,CSCI 1060,3,True
,CSCI 1070,3,False
,CSCI 1080,3,False
,CSCI 1090,3,False
CSCI 1010;BME 2000;CVNG 1500;MATH 3850;STAT 3850;ECE 1001;GIS 4090;MATH 1200;MATH 1320,CSCI 1300,4,False
,CSCI 1930,4,False
,CSCI 1980,3,False
PHIL 2050,CSCI 2050,3,False
CSCI 1300;MATH 1660,CSCI 2100,4,True
CSCI 2100,CSCI 2190,1,False
CSCI 2100,CSCI 2300,3,False
CSCI 2100,CSCI 2500,3,True
CSCI 2500;ECE 2205;ECE 3217;ECE 3225,CSCI 2510,3,False
,CSCI 2930,4,False
,CSCI 2980,3,False
PHIL 2050,CSCI 3050,3,False
CSCI 2100;MATH 1660;MATH 1510;MATH 1520;MATH 2530,CSCI 3100,3,False
CSCI 2300,CSCI 3200,3,False
ECE 3217;CSCI 2100,CSCI 3250,3,False
CSCI 2300,CSCI 3300,3,False
CSCI 2100;ECE 3217,CSCI 3500,3,False
CSCI 2100,CSCI 3710,3,False
,CSCI 3910,6,False
,CSCI 3930,4,False
,CSCI 3980,3,False
CSCI 3100,CSCI 4120,3,False
CSCI 3300,CSCI 4310,3,False
CSCI 2300,CSCI 4360,3,False
CSCI 2510,CSCI 4500,3,False
CSCI 2510;CSCI 3500,CSCI 4530,3,False
CSCI 2510;CSCI 3500,CSCI 4550,3,False
CSCI 2510;CSCI 3500,CSCI 4610,3,False
CSCI 2510,CSCI 4620,3,False
CSCI 2100,CSCI 4710,3,False
CSCI 2100,CSCI 4740,3,False
STAT 3850;CSCI 2100;MATH 2530,CSCI 4750,3,False
CSCI 4750,CSCI 4760,3,False
CSCI 2100;MATH 2530;MATH 3110;MATH 3120,CSCI 4820,3,False
CSCI 2100,CSCI 4830,3,False
CSCI 4750,CSCI 4845,3,False
,CSCI 4910,6,False
,CSCI 4930,4,False
CSCI 2510,CSCI 4961,2,False
CSCI 4961,CSCI 4962,2,False
,CSCI 4980,6,False
,CORE 1000,3,False
,CORE 1005,3,False
,CORE 1200,3,False
,CORE 1205,3,False
,CORE 1230,3,False
,CORE 1500,1,False
,CORE 1505,1,False
CORE 1500,CORE 1600,3,True
CORE 1500,CORE 1605,3,True
CORE 1500,CORE 1700,3,True
CORE 1500,CORE 1705,3,True
ENGL 1500;EAP 1500,CORE 1900,3,False
,CORE 1905,3,False
,CORE 1930,6,False
CORE 1500,CORE 2500,0,True
CORE 1500;CORE 1000,CORE 2510,1,True
,CORE 2800,3,False
,CORE 2930,6,False
,CORE 3200,3,False
,CORE 3400,3,False
,CORE 3405,3,False
,CORE 3415,3,False
CORE 1500,CORE 3500,1,False
,CORE 3600,3,False
,CORE 3605,3,False
,CORE 3800,3,False
,CORE 3930,6,False
CORE 1000;CORE 1500,CORE 4000,3,True
CORE 1000;CORE 1500,CORE 4005,3,True
,CORE 4500,0,False
,CORE 4930,6,False
,CCJ 1010,3,False
,CCJ 1930,3,False
,CCJ 2050,3,False
,CCJ 2100,3,False
,CCJ 2150,3,False
,CCJ 2200,3,False
,CCJ 2250,3,False
,CCJ 2930,3,False
,CCJ 2939,3,False
,CCJ 2980,3,False
,CCJ 3100,3,False
,CCJ 3150,3,False
,CCJ 3200,3,False
,CCJ 3300,3,False
CORE 1000;CORE 1500,CCJ 3350,3,True
,CCJ 3400,3,False
,CCJ 3401,3,False
,CCJ 3450,3,False
,CCJ 3500,3,False
,CCJ 3600,3,False
,CCJ 3700,3,False
,CCJ 3750,3,False
,CCJ 3800,3,False
,CCJ 3930,3,False
,CCJ 3980,3,False
,CCJ 4050,3,False
,CCJ 4150,3,False
,CCJ 4600,3,False
,CCJ 4910,6,False
,CCJ 4915,3,False
,CCJ 4930,3,False
,CCJ 4960,3,False
,CCJ 4980,6,False
,EDI 1930,3,False
,EDI 2000,3,False
,EDI 2930,3,False
,EDI 2940,0,False
,EDI 2980,3,False
EDI 2000,EDI 3000,3,False
,EDI 3001,3,False
,EDI 3005,3,False
,EDI 3010,3,False
,EDI 3015,3,False
,EDI 3020,2,False
,EDI 3030,3,False
,EDI 3050,1,False
,EDI 3060,2,False
EDI 4100,EDI 3070,3,True
,EDI 3100,3,False
,EDI 3120,3,False
,EDI 3140,3,False
,EDI 3200,3,False
EDI 3305,EDI 3300,3,True
EDI 3300,EDI 3305,3,True
,EDI 3310,3,False
EDI 3310,EDI 3315,3,True
EDI 3325,EDI 3320,3,True
EDI 3320,EDI 3325,3,True
EDI 3345,EDI 3340,3,True
EDI 3340,EDI 3345,3,True
EDI 3355,EDI 3350,3,True
EDI 3350,EDI 3355,3,True
,EDI 3461,3,False
EDI 3505,EDI 3500,3,True
EDI 3500,EDI 3505,3,True
,EDI 3510,3,True
EDI 3525,EDI 3520,3,True
EDI 3525,EDI 3525,3,True
EDI 3545,EDI 3540,3,True
EDI 3540,EDI 3545,3,True
,EDI 3550,3,False
,EDI 3893,3,False
,EDI 3930,3,False
EDI 2940,EDI 3940,0,False
,EDI 3980,3,False
EDI 2000;EDI 4100;EDI 3000,EDI 4000,3,False
EDI 3000;EDI 3070,EDI 4100,3,True
EDI 3200;EDI 3300;EDI 3320;EDI 3310;EDI 3340;EDF 2240;EDSP 4480,EDI 4200,3,True
,EDI 4210,3,False
,EDI 4220,3,False
,EDI 4250,3,False
,EDI 4290,3,False
,EDI 4350,3,False
,EDI 4360,3,False
CORE 1500,EDI 4361,3,True
,EDI 4420,3,False
,EDI 4440,4,False
EDI 3550,EDI 4480,3,False
,EDI 4490,3,False
,EDI 4540,5,False
,EDI 4550,4,False
,EDI 4560,4,False
,EDI 4570,4,False
,EDI 4720,3,False
,EDI 4810,10,False
,EDI 4820,10,False
,EDI 4830,10,False
,EDI 4840,10,False
,EDI 4860,3,False
,EDI 4870,3,False
,EDI 4880,3,False
,EDI 4930,3,False
,EDI 4940,1,False
,EDI 4980,3,False
,DANC 1980,3,False
,DANC 2000,6,False
,DANC 2010,2,False
,DANC 2020,4,False
,DANC 2100,4,False
,DANC 2200,4,False
,DANC 2300,4,False
,DANC 2310,3,False
,DANC 2650,3,False
,DANC 2660,3,False
,DANC 2670,3,False
,DANC 2680,2,False
,DANC 2850,2,False
,DANC 2930,3,False
,DANC 2980,3,False
,DANC 3000,4,False
DANC 2100,DANC 3100,4,False
DANC 2200,DANC 3200,4,False
DANC 2300,DANC 3300,4,False
,DANC 3680,2,False
,DANC 3910,6,False
,DANC 3930,3,False
,DANC 3980,3,False
,DANC 4910,6,False
,DANC 4930,3,False
,DANC 4980,3,False
,DATA 1800,1,False
DATA 1800,DATA 2800,1,False
DATA 1800;STAT 3850;CSCI 2100,DATA 4961,2,False
DATA 4961,DATA 4962,2,False
,D 0102,6,False
,D 0103,6,False
,D 0111,6,False
,D 0302,2,False
,D 0304,4,False
,D 0401,12,False
,D 0402,12,False
,D 0406,2,False
,D 0407,3,False
,D 0901,12,False
,D 0903,12,False
,EAS 1030,3,False
,EAS 1070,3,False
,EAS 1080,3,False
,EAS 1081,1,False
,EAS 1090,3,False
,EAS 1170,3,False
,EAS 1310,3,False
,EAS 1340,3,False
,EAS 1350,3,False
,EAS 1420,3,False
,EAS 1425,1,False
,EAS 1430,3,False
,EAS 1435,1,False
,EAS 1450,3,False
,EAS 1455,1,False
,EAS 1600,3,False
,EAS 1700,1,False
,EAS 1800,3,False
,EAS 1930,3,False
,EAS 1980,3,False
EAS 1430;CHEM 1110,EAS 2200,3,True
,EAS 2205,1,False
EAS 1430;EAS 1435,EAS 2400,3,False
,EAS 2420,1,False
EAS 1420;PHYS 1610,EAS 2440,3,True
EAS 1420;EAS 1430;EAS 1450,EAS 2450,3,False
BIOL 1240;BIOL 1245;CHEM 1110;CHEM 1115;EAS 1420;EAS 1430;EAS 1450,EAS 2480,3,False
BIOL 1240;BIOL 1245;CHEM 1110;CHEM 1115;EAS 1420;EAS 1430;EAS 1450,EAS 2485,1,False
EAS 1420;MATH 1510;PHYS 1310;PHYS 1610,EAS 2530,3,False
,EAS 2700,3,False
EAS 1420,EAS 2800,3,False
,EAS 2820,3,False
,EAS 2930,3,False
,EAS 2980,3,False
EAS 2485;EAS 2480,EAS 3100,3,False
EAS 2440,EAS 3150,3,False
EAS 2440;PHYS 1610;MATH 1520,EAS 3330,3,True
EAS 3330;PHYS 1630;MATH 2530,EAS 3340,3,True
EAS 3330,EAS 3500,3,False
EAS 3330,EAS 3700,3,False
EAS 2440,EAS 3780,3,False
,EAS 3910,6,False
,EAS 3930,3,False
,EAS 3980,3,False
EAS 2530,EAS 4030,3,False
,EAS 4050,3,False
,EAS 4060,1,False
EAS 1430,EAS 4100,3,False
EAS 2400,EAS 4105,1,True
CHEM 1110;EAS 1430,EAS 4140,3,False
,EAS 4160,3,False
EAS 3330;PHYS 1630;MATH 2530,EAS 4200,3,True
,EAS 4210,3,False
EAS 4200,EAS 4220,3,False
EAS 1430;EAS 1450;CHEM 1110;CHEM 1120,EAS 4280,3,False
EAS 2200;EAS 2400;PHYS 1310;PHYS 1610,EAS 4300,3,False
,EAS 4305,1,False
EAS 4300,EAS 4310,1,True
EAS 1430;EAS 4300;PHYS 1310;PHYS 1610;MATH 1510,EAS 4370,3,False
EAS 1420;EAS 1430;EAS 1450;MATH 1510,EAS 4410,3,False
,EAS 4415,1,False
EAS 3330;PHYS 1630;MATH 2530,EAS 4440,3,True
EAS 4440;MATH 3550,EAS 4450,3,True
EAS 3330;EAS 4440,EAS 4470,3,False
EAS 4410;EAS 4415,EAS 4570,3,False
EAS 4410;EAS 4415,EAS 4580,3,False
MATH 3550;PHYS 1610,EAS 4620,3,False
EAS 4220;EAS 4440,EAS 4650,3,True
MATH 3550;PHYS 1610,EAS 4720,3,False
,EAS 4880,3,False
,EAS 4910,6,False
,EAS 4930,4,False
,EAS 4980,6,False
MATH 1200;MATH 1320;MATH 1400;MATH 1510;MATH 1520;MATH 2530,ECON 1900,3,False
MATH 1200,ECON 1910,3,False
,ECON 1930,3,False
ECON 1900;OPM 2070,ECON 3010,3,False
ECON 1900;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 3120,3,False
ECON 1900;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 3140,3,False
ECON 1900,ECON 3790,3,False
ECON 1900,ECON 3850,3,False
,ECON 3930,3,False
,ECON 3980,3,False
ECON 3140;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4080,3,False
ECON 3120;ECON 3140;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4120,3,False
ECON 3120;ECON 3140;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4160,3,False
ECON 3120;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4200,3,False
ECON 3120;ECON 3140;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4300,3,False
ECON 3120;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4310,3,False
ECON 3140;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4450,3,False
ECON 3140;OPM 2070;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4500,3,False
ECON 3140;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4560,3,False
ECON 3140;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4600,3,False
ECON 3140;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4650,3,False
ECON 3140;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4700,3,False
ECON 3010;ECON 3120;ECON 3140;MATH 1320;MATH 1510;MATH 1520;MATH 2530,ECON 4770,3,False
ECON 1900;ECON 3120;ECON 3140,ECON 4910,3,True
,ECON 4930,3,False
ECON 3120;ECON 3140,ECON 4980,3,False
EDUC 1015;EDUC 1025,EDUC 1010,1,True
EDUC 1010;EDUC 1020;EDUC 1030;EDUC 1040;EDUC 1050;EDUC 1100,EDUC 1015,5,True
EDUC 1015;EDUC 1025,EDUC 1020,1,True
,EDUC 1025,8,False
EDUC 1015;EDUC 1025,EDUC 1030,1,True
EDUC 1015;EDUC 1025,EDUC 1040,1,True
EDUC 1015;EDUC 1025,EDUC 1050,1,True
EDUC 1015;EDUC 1025,EDUC 1100,2,True
,EDUC 1200,3,False
,EDUC 1300,3,False
EDUC 1025;EDUC 2100;EDUC 2150;EDUC 2200;EDUC 2310;EDUC 2320;EDUC 2330;EDUC 2400;EDUC 2410,EDUC 2015,4,True
EDUC 1030;EDUC 1040;EDUC 1050,EDUC 2100,3,False
EDUC 1010;EDUC 1020,EDUC 2150,1,False
EDUC 1030;EDUC 1040;EDUC 1050,EDUC 2200,3,False
EDUC 1050;EDUC 1200,EDUC 2310,3,False
EDUC 2310,EDUC 2320,3,True
EDUC 2310;EDUC 2200,EDUC 2330,3,True
EDUC 1010;EDUC 1020,EDUC 2400,3,False
EDUC 1300,EDUC 2410,3,False
EDUC 3015;EDUC 3025,EDUC 3000,3,True
EDUC 3000;EDUC 3150;EDUC 3310;EDUC 3320;EDUC 3330;EDUC 3335;EDUC 3340;EDUC 3350;EDUC 3440;EDUC 3470;EDUC 3480;EDUC 3490;EDUC 3500;EDUC 3550;EDUC 3600;EDUC 3700;EDUC 3800,EDUC 3015,4,True
EDUC 3000;EDUC 3150;EDUC 3310;EDUC 3320;EDUC 3330;EDUC 3335;EDUC 3340;EDUC 3350;EDUC 3440;EDUC 3470;EDUC 3480;EDUC 3490;EDUC 3500;EDUC 3550;EDUC 3600;EDUC 3700;EDUC 3800,EDUC 3025,4,True
EDUC 2150;EDUC 3015;EDUC 3025,EDUC 3150,1,True
EDUC 2310;EDUC 2320;EDUC 3015;EDUC 3025,EDUC 3310,4,True
EDUC 2310;EDUC 2320;EDUC 3015;EDUC 3025,EDUC 3320,4,True
EDUC 2100;EDUC 3015;EDUC 3025,EDUC 3330,3,True
EDUC 2200;EDUC 3015;EDUC 3025,EDUC 3335,3,True
EDUC 2310;EDUC 3015;EDUC 3025,EDUC 3340,3,True
EDUC 2310;EDUC 3015;EDUC 3025,EDUC 3350,3,True
EDUC 3015;EDUC 3025,EDUC 3440,3,False
EDUC 1300;EDUC 3440;EDUC 3015;EDUC 3025,EDUC 3470,2,True
EDUC 3015;EDUC 3025,EDUC 3480,3,True
EDUC 3330;EDUC 3500;EDUC 3015;EDUC 3025;EDUC 3440,EDUC 3490,3,True
EDUC 2100;EDUC 3015;EDUC 3025,EDUC 3500,3,True
EDUC 2200;EDUC 3015;EDUC 3025,EDUC 3550,3,True
EDUC 2100;EDUC 2200;EDUC 3015;EDUC 3025,EDUC 3560,2,True
EDUC 2330;EDUC 3335;EDUC 3550;EDUC 3015;EDUC 3025,EDUC 3600,3,True
EDUC 3330;EDUC 3500;EDUC 3015;EDUC 3025,EDUC 3700,3,True
EDUC 3015;EDUC 3025,EDUC 3800,2,True
EDUC 3015;EDUC 3025,EDUC 4000,3,False
EDUC 3015;EDUC 3025;EDUC 4000;EDUC 4200;EDUC 4310;EDUC 4150;EDUC 4400,EDUC 4015,4,True
EDUC 3015;EDUC 3025,EDUC 4025,4,False
EDUC 3015;EDUC 3025;EDUC 3150,EDUC 4150,1,False
EDUC 3015;EDUC 3025,EDUC 4200,5,False
,EDUC 4300,3,False
EDUC 3340;EDUC 3015;EDUC 3025,EDUC 4310,3,False
EDUC 3015;EDUC 3025;EDUC 3600,EDUC 4400,3,False
EDUC 4200,EDUC 4500,8,False
,EDF 2010,3,False
,EDF 2020,3,False
,EDF 2030,3,False
,EDF 2040,3,False
,EDF 2240,3,False
,EDF 2930,3,False
,EDF 2980,3,False
,EDF 3620,3,False
,EDF 3710,3,False
,EDF 3840,3,False
,EDF 3890,3,False
,EDF 3930,3,False
,EDF 3980,3,False
,EDF 4835,3,False
,EDF 4930,3,False
,EDF 4980,3,False
CORE 1500,EDL 3892,3,True
,EDL 3910,1,False
,EDL 3915,1,False
,EDL 3930,3,False
,EDL 3980,3,False
,EDR 3891,3,False
,EDR 3930,3,False
,EDR 3980,3,False
,EDR 4930,3,False
,EDR 4970,1,False
,EDR 4980,3,False
,ECE 1001,1,False
,ECE 1002,1,False
,ECE 1100,2,False
,ECE 1200,2,False
MATH 1520;PHYS 1630,ECE 2001,3,False
ECE 2001,ECE 2002,1,True
PHYS 1610;MATH 1520,ECE 2101,3,False
ECE 2101,ECE 2102,3,False
ECE 2101,ECE 2103,1,True
,ECE 2205,3,False
,ECE 2206,1,False
,ECE 2910,3,False
,ECE 2915,3,False
,ECE 2930,3,False
,ECE 2980,3,False
MATH 2530;BME 2000;CSCI 1060;CSCI 1300,ECE 3052,3,False
ECE 3150,ECE 3090,1,False
ECE 2102;MATH 3550,ECE 3110,3,False
ECE 2102;MATH 3550,ECE 3130,3,False
ECE 3130,ECE 3131,3,False
ECE 3131,ECE 3132,1,True
ECE 2102;MATH 3550,ECE 3140,3,False
ECE 2001;ECE 2102;MATH 3550,ECE 3150,3,False
CSCI 1060;CSCI 1300;BME 2000;ECE 3150,ECE 3151,1,True
ECE 2205,ECE 3205,3,False
ECE 3205;ECE 3225,ECE 3215,3,False
,ECE 3216,1,False
CSCI 1300;MATH 1660,ECE 3217,3,False
CSCI 1060;BME 2000;CSCI 1300,ECE 3225,3,False
ECE 3225,ECE 3226,1,True
,ECE 3910,3,False
,ECE 3915,3,False
,ECE 3930,3,False
,ECE 3980,3,False
,ECE 4110,3,False
ECE 3150,ECE 4120,3,False
,ECE 4132,3,False
ECE 3140,ECE 4140,3,False
ECE 4160,ECE 4141,3,False
ECE 3131;MATH 3550,ECE 4150,3,False
ECE 3150;MATH 3550,ECE 4151,3,False
ECE 3150,ECE 4153,3,False
ECE 3150;ECE 3052,ECE 4160,3,True
,ECE 4161,3,False
,ECE 4162,3,False
ECE 3110,ECE 4170,3,False
,ECE 4225,3,False
ECE 3150;MATH 3850;ECE 3052;CSCI 1060;CSCI 1300;BME 2000,ECE 4226,3,False
ECE 2205;ECE 3131,ECE 4235,3,False
CSCI 3500,ECE 4245,3,False
,ECE 4800,3,False
ECE 4800,ECE 4810,3,False
,ECE 4910,3,False
,ECE 4915,3,False
,ECE 4930,3,False
,ECE 4931,3,False
,ECE 4980,3,False
,EMGT 1500,3,False
,EMGT 1600,3,False
,EMGT 1710,3,False
EMGT 1500;EMGT 1600;EMGT 1710,EMGT 2900,3,False
EMGT 1500;EMGT 2900,EMGT 3900,3,False
EMGT 1500,EMGT 4760,3,False
EMGT 1500;EMGT 1600;EMGT 2900;EMGT 4760,EMGT 4770,3,False
,EMGT 4800,3,False
EMGT 1500,EMGT 4810,3,False
EMGT 1500,EMGT 4830,3,False
,EM 0305,4,False
,EM 0410,12,False
,EM 0411,12,False
,EM 0412,12,False
,EM 0413,12,False
,EM 0414,12,False
,EM 0416,4,False
,EM 0901,12,False
,EM 0903,12,False
,ENDR 0200,5,False
,ENGL 0900,3,False
,ENGL 1500,3,False
ENGL 1500,ENGL 1900,3,False
ENGL 1500,ENGL 1920,3,False
,ENGL 1930,3,False
ENGL 1500,ENGL 1940,3,False
,ENGL 1980,3,False
ENGL 1900,ENGL 2020,3,False
,ENGL 2250,3,False
,ENGL 2350,3,False
,ENGL 2400,3,False
,ENGL 2450,3,False
,ENGL 2550,3,False
ENGL 1900,ENGL 2600,3,False
,ENGL 2650,3,False
,ENGL 2750,3,False
,ENGL 2850,3,False
,ENGL 2930,3,False
,ENGL 2980,3,False
,ENGL 3050,3,False
,ENGL 3060,3,False
ENGL 1900,ENGL 3070,3,False
ENGL 1900,ENGL 3080,3,False
,ENGL 3090,3,False
,ENGL 3100,3,False
,ENGL 3110,3,False
,ENGL 3140,3,False
CORE 1000;CORE 1500,ENGL 3150,3,True
,ENGL 3170,3,False
,ENGL 3180,6,False
,ENGL 3190,3,False
,ENGL 3210,3,False
,ENGL 3220,6,False
,ENGL 3240,3,False
,ENGL 3241,3,False
,ENGL 3250,3,False
,ENGL 3260,3,False
,ENGL 3270,3,False
,ENGL 3280,3,False
,ENGL 3290,3,False
,ENGL 3300,3,False
,ENGL 3310,3,False
,ENGL 3330,3,False
,ENGL 3340,3,False
,ENGL 3350,3,False
,ENGL 3353,3,False
,ENGL 3380,3,False
,ENGL 3390,3,False
,ENGL 3400,3,False
,ENGL 3470,3,False
,ENGL 3490,3,False
ENGL 1900,ENGL 3500,3,False
,ENGL 3520,3,False
,ENGL 3530,3,False
,ENGL 3540,3,False
,ENGL 3550,3,False
,ENGL 3560,3,False
,ENGL 3570,3,False
,ENGL 3590,3,False
,ENGL 3591,3,False
,ENGL 3600,3,False
,ENGL 3610,3,False
,ENGL 3620,3,False
,ENGL 3625,3,False
ENGL 1900;PHIL 2050,ENGL 3630,3,False
,ENGL 3640,3,False
,ENGL 3650,3,False
,ENGL 3660,3,False
,ENGL 3700,3,False
,ENGL 3720,3,False
,ENGL 3730,3,False
,ENGL 3740,3,False
,ENGL 3750,3,False
,ENGL 3850,3,False
,ENGL 3854,3,False
,ENGL 3859,3,False
,ENGL 3860,3,False
,ENGL 3875,3,False
,ENGL 3880,3,False
,ENGL 3885,3,False
,ENGL 3910,6,False
,ENGL 3930,3,False
,ENGL 3980,3,False
,ENGL 4000,3,False
,ENGL 4005,3,False
,ENGL 4010,3,False
,ENGL 4025,3,False
,ENGL 4035,3,False
,ENGL 4050,3,False
,ENGL 4060,3,False
,ENGL 4070,3,False
,ENGL 4100,3,False
,ENGL 4110,3,False
,ENGL 4120,3,False
,ENGL 4130,3,False
,ENGL 4170,6,False
,ENGL 4176,3,False
,ENGL 4190,6,False
,ENGL 4240,3,False
,ENGL 4290,6,False
,ENGL 4300,3,False
,ENGL 4310,3,False
,ENGL 4320,6,False
,ENGL 4330,3,False
,ENGL 4350,3,False
,ENGL 4360,3,False
,ENGL 4500,3,False
,ENGL 4520,6,False
,ENGL 4530,3,False
,ENGL 4580,3,False
,ENGL 4590,6,False
,ENGL 4600,6,False
,ENGL 4605,6,False
,ENGL 4608,3,False
,ENGL 4620,3,False
,ENGL 4640,3,False
,ENGL 4650,3,False
,ENGL 4670,3,False
,ENGL 4680,3,False
,ENGL 4690,6,False
,ENGL 4715,3,False
,ENGL 4720,3,False
,ENGL 4760,3,False
,ENGL 4810,3,False
,ENGL 4830,3,False
,ENGL 4840,3,False
ENGL 1900,ENGL 4890,6,False
,ENGL 4900,6,False
,ENGL 4910,6,False
,ENGL 4930,3,False
,ENGL 4960,3,False
ENGL 3850,ENGL 4962,3,False
,ENGL 4980,3,False
,ENGL 4990,3,False
,ESL 0850,3,False
,ESL 1000,3,False
,ESL 1010,3,False
,ESL 1020,3,False
,ESL 1050,3,False
,ESL 1110,3,False
,ESL 1120,3,False
,ESL 1200,3,False
,ESL 1930,3,False
,ESL 2930,3,False
,ESL 2980,3,False
,EAP 1000,3,False
,EAP 1010,1,False
,EAP 1020,3,False
,EAP 1030,1,False
,EAP 1200,3,False
,EAP 1210,1,False
,EAP 1215,1,False
,EAP 1220,3,False
,EAP 1300,3,False
,EAP 1400,3,False
,EAP 1500,3,False
EAP 1500;ENGL 1500,EAP 1900,3,False
,EAP 1930,3,False
,EAP 2850,3,False
,EAP 2930,3,False
,EAP 2980,3,False
,EAP 3930,3,False
,EAP 3980,3,False
,EAP 4010,1,False
,EAP 4100,3,False
,EAP 4150,2,False
,EAP 4200,3,False
,EAP 4250,2,False
,EAP 4500,3,False
,EAP 4700,1,False
,EAP 4900,1,False
,EAP 4910,3,False
,EAP 4930,4,False
,EAP 4980,3,False
,EPI 0100,4,False
MATH 1400;MATH 1320,EPI 4000,3,False
,EPI 4930,3,False
,EPI 4980,3,False
,EXEC 1001,3,False
,EXEC 1030,13,False
ANAT 1000;PPY 2540,EXSC 3230,3,False
PHYS 1220,EXSC 4121,3,False
DIET 2080;DPT 3230,EXSC 4150,3,False
