Prerequisites,Course Name,Credits,Concurrent Enrollment
ANAT 1000;PPY 2540;BIOL 4460;DIET 5690,EXSC 4170,3,False
STAT 1100,EXSC 4241,2,False
,EXSC 4260,3,False
,EXSC 4910,3,False
,FCM 0135,4,False
,FCM 0136,3,False
,FCM 0301,6,False
,FCM 0302,2,False
,FCM 0304,2,False
,FCM 0410,12,False
,FCM 0411,12,False
,FCM 0413,12,False
,FCM 0414,12,False
,FCM 0416,12,False
,FCM 0417,12,False
,FCM 0419,12,False
,FCM 0421,4,False
,FCM 0426,12,False
,FCM 0427,12,False
,FCM 0428,12,False
,FCM 0430,3,False
,FCM 0434,12,False
,FCM 0436,3,False
,FCM 0437,12,False
,FCM 0438,12,False
,FCM 0439,12,False
,FCM 0440,12,False
,FCM 0441,4,False
,FCM 0442,4,False
,FCM 0499,4,False
,FCM 0501,4,False
,FCM 0502,4,False
,FCM 0503,4,False
,FCM 0901,12,False
,FCM 0903,12,False
,FMST 1450,3,False
,FMST 4910,6,False
,FMST 4960,3,False
,FMST 4980,3,False
ACCT 2200;ACCT 2220;OPM 2070;ECON 1900,FIN 3010,3,True
FIN 3330;FIN 3630,FIN 3140,3,True
FIN 3010,FIN 3330,3,False
FIN 3010,FIN 3630,3,False
,FIN 3930,3,False
,FIN 3980,3,False
FIN 3010,FIN 4130,3,False
FIN 3010,FIN 4160,3,False
FIN 4160,FIN 4170,3,False
FIN 3330;FIN 3630,FIN 4230,3,False
FIN 3330;FIN 3630,FIN 4250,3,True
FIN 3010,FIN 4330,3,False
FIN 3330;FIN 3630,FIN 4440,3,False
FIN 3330;FIN 3630,FIN 4630,3,False
FIN 3010;FIN 3330;FIN 3630,FIN 4650,3,False
FIN 3330;FIN 3630;BIZ 3000,FIN 4910,3,False
FIN 3330;FIN 3630,FIN 4911,3,False
,FIN 4930,3,False
,FIN 4980,3,False
,FPA 1000,3,False
,FPA 1100,3,False
,FPA 2000,3,False
,FPA 2930,3,False
,FPA 2980,3,False
,FPA 3910,6,False
,FPA 3930,3,False
,FPA 3980,3,False
,FSCI 1150,3,False
FSCI 1150,FSCI 1155,2,False
,FSCI 1250,3,False
FSCI 1150,FSCI 1550,3,False
FSCI 1550,FSCI 1555,2,False
,FSCI 1560,1,False
FSCI 1250,FSCI 2150,3,False
FSCI 2150,FSCI 2155,2,False
FSCI 1250,FSCI 2250,3,False
FSCI 2150,FSCI 2550,3,False
FSCI 2550,FSCI 2555,2,False
FSCI 2250;MATH 1200;MATH 1400;MATH 1320;MATH 1510,FSCI 2650,3,False
,FSCI 2930,3,False
,FSCI 2980,3,False
FSCI 2550,FSCI 3550,3,False
FSCI 3550,FSCI 3555,2,False
FSCI 3550,FSCI 3700,3,False
FSCI 3550,FSCI 3750,3,False
,FSCI 3930,3,False
,FSCI 3980,3,False
FSCI 3700;FSCI 3750,FSCI 4100,3,False
FSCI 4100,FSCI 4500,3,False
,FSCI 4930,6,False
,FSCI 4950,1,False
,FSCI 4980,3,False
,FRSC 2600,3,False
FRSC 2600,FRSC 2800,3,False
,FRSC 2930,3,False
,FRSC 2980,3,False
,FRSC 3400,3,False
,FRSC 3500,3,False
FRSC 2600,FRSC 3620,2,False
,FRSC 3621,1,False
FRSC 2600,FRSC 3630,2,False
,FRSC 3631,1,False
,FRSC 3640,3,False
,FRSC 3910,6,False
,FRSC 3930,3,False
,FRSC 3980,3,False
,FRSC 4020,3,False
,FRSC 4030,3,False
FRSC 2600,FRSC 4550,2,False
,FRSC 4551,1,False
FRSC 2600,FRSC 4610,2,False
FRSC 4610,FRSC 4615,2,False
FRSC 2600;FRSC 4550;FRSC 4551,FRSC 4650,2,False
FRSC 2600;FRSC 4550;FRSC 4551,FRSC 4651,1,False
,FRSC 4710,6,False
,FRSC 4750,1,False
,FRSC 4760,6,False
,FRSC 4910,6,False
,FRSC 4930,3,False
FRSC 2600;FRSC 3630;FRSC 3620,FRSC 4960,6,False
FRSC 2600;FRSC 3630;FRSC 3620,FRSC 4970,6,False
,FRSC 4980,3,False
,FREN 1010,3,False
FREN 1010,FREN 1020,3,False
,FREN 1930,3,False
,FREN 1980,3,False
FREN 1020,FREN 2010,3,False
,FREN 2220,3,False
,FREN 2930,3,False
,FREN 2980,3,False
FREN 2010,FREN 3010,3,False
FREN 2010,FREN 3020,3,False
FREN 2010,FREN 3030,3,False
FREN 2010,FREN 3040,3,False
,FREN 3910,6,False
FREN 2010,FREN 3930,3,False
,FREN 3980,3,False
,FREN 4110,3,False
,FREN 4120,3,False
,FREN 4160,3,False
,FREN 4170,3,False
,FREN 4180,3,False
,FREN 4200,3,False
,FREN 4210,3,False
,FREN 4220,3,False
,FREN 4230,3,False
,FREN 4240,3,False
,FREN 4250,3,False
,FREN 4290,3,False
,FREN 4300,3,False
,FREN 4315,3,False
,FREN 4320,3,False
,FREN 4340,3,False
,FREN 4350,3,False
,FREN 4360,3,False
,FREN 4370,3,False
,FREN 4380,3,False
,FREN 4390,3,False
,FREN 4410,3,False
FREN 3030;FREN 3040,FREN 4420,3,False
,FREN 4510,3,False
,FREN 4520,3,False
,FREN 4610,3,False
,FREN 4630,3,False
,FREN 4640,3,False
,FREN 4650,3,False
,FREN 4660,3,False
,FREN 4670,3,False
,FREN 4680,3,False
,FREN 4690,3,False
,FREN 4700,3,False
,FREN 4710,3,False
,FREN 4850,3,False
,FREN 4870,3,False
,FREN 4910,6,False
,FREN 4930,3,False
,FREN 4980,3,False
,GI 0200,5,False
,GIS 2010,3,False
GIS 2010,GIS 2030,3,True
GIS 2010,GIS 2050,3,False
,GIS 2930,3,False
,GIS 2980,3,False
,GIS 4010,3,False
,GIS 4020,3,False
GIS 4010,GIS 4030,3,False
,GIS 4040,3,False
GIS 4040,GIS 4050,3,False
GIS 4040,GIS 4061,3,False
,GIS 4066,3,False
,GIS 4080,3,False
,GIS 4090,3,False
,GIS 4091,3,False
MATH 1510;GIS 4040;GIS 4090,GIS 4092,3,False
,GIS 4100,3,False
,GIS 4110,3,False
GIS 4010;GIS 4040,GIS 4120,3,False
,GIS 4130,3,False
GIS 2010;GIS 2050,GIS 4140,3,False
,GIS 4930,3,False
,GIS 4960,3,False
,GIS 4980,3,False
,GR 1010,3,False
GR 1010,GR 1020,3,False
,GR 1930,3,False
,GR 1980,3,False
GR 1020,GR 2010,3,False
,GR 2930,3,False
,GR 2980,3,False
GR 2010,GR 3010,3,False
GR 2010,GR 3020,3,False
GR 2010,GR 3200,3,False
GR 2010,GR 3210,3,False
GR 2010,GR 3250,3,False
,GR 3910,6,False
,GR 3930,4,False
,GR 3980,3,False
GR 3010;GR 3020;GR 3210,GR 4010,3,False
GR 3010;GR 3020;GR 3210,GR 4150,3,False
GR 3010;GR 3020;GR 3210,GR 4200,3,False
GR 3010;GR 3020;GR 3210,GR 4250,3,False
GR 3010;GR 3020;GR 3210,GR 4350,3,False
,GR 4351,3,False
GR 3010;GR 3020;GR 3210,GR 4500,3,False
GR 3010;GR 3020;GR 3210,GR 4550,3,False
GR 3010;GR 3020;GR 3210,GR 4600,3,False
GR 3010;GR 3020;GR 3210,GR 4650,3,False
GR 3010;GR 3020;GR 3210,GR 4700,3,False
GR 3010;GR 3020;GR 3210,GR 4750,3,False
,GR 4910,6,False
,GR 4930,3,False
,GR 4960,3,False
,GR 4980,3,False
,GLOH 0106,6,False
,GLOH 0107,3,False
,GLOH 0108,6,False
,GK 1010,3,False
GK 1010,GK 1020,3,False
,GK 1200,3,False
,GK 1930,3,False
,GK 1980,3,False
GK 1020,GK 2010,3,False
,GK 2930,3,False
,GK 2980,3,False
,GK 3910,6,False
,GK 3930,4,False
,GK 3980,3,False
GK 2010,GK 4010,3,False
GK 2010,GK 4020,3,False
GK 2010,GK 4310,3,False
GK 2010,GK 4350,3,False
GK 2010,GK 4360,3,False
GK 2010,GK 4410,3,False
GK 2010,GK 4450,3,False
GK 2010,GK 4460,3,False
GK 2010,GK 4520,3,False
GK 2010,GK 4560,3,False
GK 2010,GK 4600,3,False
GK 2010,GK 4610,3,False
GK 2010,GK 4630,3,False
GK 2010,GK 4700,3,False
,GK 4910,6,False
,GK 4930,3,False
,GK 4980,3,False
CORE 1500,HCE 1600,3,True
CORE 1500,HCE 1700,3,True
,HCE 2010,3,False
,HCE 2050,3,False
HCE 2010,HCE 2070,3,True
HCE 2010,HCE 2090,3,True
,HCE 2930,3,False
,HCE 2980,3,False
,HCE 3010,3,False
,HCE 3020,3,False
,HCE 3030,3,False
,HCE 3040,3,False
HCE 2010,HCE 3050,3,False
HCE 2010,HCE 3060,3,False
,HCE 3100,3,False
,HCE 3200,3,False
HCE 2010,HCE 3220,3,False
,HCE 3230,3,False
,HCE 3240,3,False
HCE 2010,HCE 3250,3,False
,HCE 3300,3,False
,HCE 3930,3,False
,HCE 3980,3,False
HCE 2010,HCE 4200,3,True
HCE 2010,HCE 4210,3,True
HCE 2010,HCE 4220,3,True
HCE 2010,HCE 4240,3,True
HCE 2010,HCE 4250,3,True
HCE 2010,HCE 4260,3,True
HCE 2010,HCE 4270,3,True
,HCE 4280,3,False
,HCE 4290,3,False
HCE 2010,HCE 4500,3,True
HCE 2010,HCE 4520,3,False
,HCE 4930,3,False
,HCE 4960,3,False
HCE 2010,HCE 4980,3,True
,HCE 0101,10,False
,HCE 0102,3,False
,HCE 0201,10,False
,HCE 0401,12,False
,HIM 3000,3,False
,HIM 3200,3,False
HSCI 3300;HSCI 3400;ANAT 1000;PPY 2540;HIM 4750,HIM 3400,4,True
HIM 3000,HIM 3600,2,False
HIM 3200,HIM 4400,3,True
HIM 3000,HIM 4510,3,False
HIM 3000;HIM 3600,HIM 4530,3,True
ANAT 1000;PPY 2540;HSCI 3300;HSCI 3310;HSCI 3400;HSCI 3410;HSCI 2200,HIM 4750,3,True
HIM 3000;HIM 3600,HIM 4950,3,True
,HIM 4960,3,False
,HMP 1300,3,False
,HMP 1930,3,False
HMP 1300,HMP 2300,3,False
HMP 1300,HMP 2500,3,True
,HMP 2930,3,False
,HMP 2980,3,False
ECON 1900;HMP 1300,HMP 3200,3,True
HMP 1300,HMP 3400,3,True
HMP 1300,HMP 3500,3,True
,HMP 3910,6,False
,HMP 3930,3,False
,HMP 3980,3,False
ACCT 2200;HMP 3200,HMP 4200,3,True
MATH 1300;OPM 2070;STAT 1300;PSY 2050;BST 3100;HMP 1300,HMP 4500,3,False
ACCT 2200;HMP 2500;HMP 3200,HMP 4600,3,False
,HMP 4930,3,False
,HMP 4970,6,False
,HMP 4971,6,False
,HMP 4980,3,False
,HSCI 1000,1,False
,HSCI 2000,3,False
,HSCI 2100,3,False
,HSCI 2200,3,False
,HSCI 2500,3,False
HSCI 2000;IPE 2100,HSCI 3200,3,True
HSCI 2200;BIOL 1240;BIOL 1260;CHEM 1110;CHEM 1120;CHEM 1080,HSCI 3300,3,False
HSCI 2200;BIOL 1240;CHEM 1110;BIOL 1260;CHEM 1120;CHEM 1080,HSCI 3310,1,False
HSCI 2200;BIOL 1240;BIOL 1260;CHEM 1110;CHEM 1120;CHEM 1080,HSCI 3400,3,False
HSCI 2200;BIOL 1240;BIOL 1260;CHEM 1110;CHEM 1120;CHEM 1080,HSCI 3410,1,False
,HSCI 3510,3,False
MATH 1300;STAT 1300;OPM 2070;ENGL 1900;CMM 1200,HSCI 3700,3,True
,HSCI 3800,3,False
,HSCI 3910,3,False
,HSCI 3930,3,False
HSCI 3300;HSCI 3310;HSCI 3400;HSCI 3410;PPY 2540;ANAT 1000,HSCI 4000,3,False
HSCI 2000;IPE 2100,HSCI 4100,3,True
HSCI 3200,HSCI 4500,3,False
HSCI 3200,HSCI 4600,3,False
HSCI 2100;HSCI 3700;ORES 2320,HSCI 4700,3,False
,HSCI 4910,3,False
,HQI 0101,3,False
,HQI 0201,3,False
,EDH 4930,3,False
,EDH 4980,3,False
,HIST 1110,3,False
,HIST 1120,3,False
,HIST 1121,3,False
,HIST 1200,3,False
,HIST 1600,3,False
,HIST 1610,3,False
,HIST 1630,3,False
,HIST 1700,3,False
,HIST 1710,3,False
,HIST 1730,3,False
,HIST 1740,3,False
,HIST 1930,3,False
,HIST 1980,3,False
,HIST 2730,3,False
HIST 1110;HIST 1120,HIST 2800,3,False
,HIST 2930,3,False
,HIST 2980,3,False
,HIST 3000,3,False
CORE 1000;CORE 1500,HIST 3015,3,True
,HIST 3020,3,False
,HIST 3025,3,False
,HIST 3030,3,False
,HIST 3040,3,False
,HIST 3045,3,False
,HIST 3046,3,False
,HIST 3047,3,False
,HIST 3050,3,False
,HIST 3060,3,False
,HIST 3070,3,False
,HIST 3080,3,False
,HIST 3090,3,False
,HIST 3100,3,False
,HIST 3120,3,False
,HIST 3140,3,False
,HIST 3150,3,False
,HIST 3160,3,False
,HIST 3170,3,False
,HIST 3220,3,False
,HIST 3240,3,False
,HIST 3250,3,False
,HIST 3280,3,False
,HIST 3290,3,False
,HIST 3305,3,False
,HIST 3320,3,False
,HIST 3330,3,False
HIST 1110;HIST 1120,HIST 3335,3,False
,HIST 3340,3,False
,HIST 3390,3,False
,HIST 3420,3,False
,HIST 3480,3,False
,HIST 3500,3,False
,HIST 3580,3,False
,HIST 3590,3,False
,HIST 3600,3,False
,HIST 3610,3,False
,HIST 3640,3,False
,HIST 3660,3,False
,HIST 3700,3,False
,HIST 3720,3,False
,HIST 3740,3,False
,HIST 3760,3,False
,HIST 3770,3,False
,HIST 3780,3,False
,HIST 3910,6,False
,HIST 3930,3,False
,HIST 3980,3,False
,HIST 4900,3,False
,HIST 4901,6,False
,HIST 4902,3,False
,HIST 4910,6,False
,HIST 4911,3,False
,HIST 4930,4,False
,HIST 4980,3,False
,HIST 4990,3,False
,HIST 4991,3,False
,HR 1980,3,False
,HR 2800,3,False
,HR 2930,3,False
,HR 2980,3,False
,HR 3930,4,False
,HR 3980,3,False
CORE 1000;CORE 1500,HR 4000,3,True
,HR 4010,0,False
CORE 1500,HR 4810,3,True
CORE 1500,HR 4820,1,True
,HR 4840,3,False
,HR 4850,3,False
CORE 1500,HR 4860,1,False
,HR 4910,3,False
,HR 4960,3,False
,HR 4980,3,False
,HMGT 3000,3,False
,HMGT 3200,3,False
,HMGT 3400,3,False
,HMGT 3600,3,False
,HMGT 3930,3,False
,HMGT 4200,3,False
,HMGT 4930,3,False
HMGT 3000;HMGT 3200;HMGT 3400;HMGT 3600;HMGT 4200,HMGT 4960,3,False
,HMGT 4980,3,False
,HUM 1500,3,False
,HUM 1930,4,False
PST 1500,HUM 2000,3,False
,HUM 2100,3,False
,HUM 2150,3,False
,HUM 2930,4,False
,HUM 2980,3,False
,HUM 3300,3,False
,HUM 3400,3,False
,HUM 3450,3,False
,HUM 3500,3,False
CORE 1905;HUM 2100,HUM 4100,3,False
CORE 1605,HUM 4200,3,False
,HUM 4800,3,False
,HUM 4930,3,False
,HUM 4980,3,False
CORE 1500,SERV 1000,3,True
,SERV 2930,3,False
CORE 1500,SERV 3000,3,True
SERV 1000,SERV 4960,3,False
,IPT 0100,20,False
,IEP 0105,4,False
,IEP 0125,4,False
,IEP 0135,4,False
,IEP 0205,4,False
,IEP 0225,4,False
,IEP 0235,4,False
,IEP 0305,4,False
,IEP 0315,5,False
,IEP 0325,5,False
,IEP 0335,5,False
,IEP 0405,5,False
,IEP 0415,5,False
,IEP 0425,5,False
,IEP 0435,5,False
,IEP 0505,2,False
,IEP 0515,5,False
,IEP 0525,5,False
,IEP 0535,2,False
,IEP 1930,3,False
,IM 0107,3,False
,IM 0108,3,False
,IM 0115,12,False
,IM 0301,12,False
,IM 0302,2,False
,IM 0305,4,False
,IM 0307,4,False
,IM 0308,4,False
,IM 0310,4,False
,IM 0311,4,False
,IM 0401,4,False
,IM 0406,12,False
,IM 0407,12,False
,IM 0409,12,False
,IM 0410,12,False
,IM 0413,12,False
,IM 0414,12,False
,IM 0415,12,False
,IM 0417,12,False
,IM 0419,12,False
,IM 0420,12,False
,IM 0421,12,False
,IM 0425,12,False
,IM 0427,12,False
,IM 0428,12,False
,IM 0431,12,False
,IM 0433,12,False
,IM 0435,12,False
,IM 0439,12,False
,IM 0441,12,False
,IM 0442,12,False
,IM 0446,12,False
,IM 0450,12,False
,IM 0451,12,False
,IM 0452,12,False
,IM 0453,8,False
,IM 0454,4,False
,IM 0455,4,False
,IM 0456,4,False
,IM 0499,12,False
,IM 0501,4,False
,IM 0502,4,False
,IM 0504,4,False
,IM 0505,4,False
,IM 0506,4,False
,IM 0507,3,False
,IM 0508,3,False
,IM 0510,4,False
,IM 0512,4,False
,IM 0901,12,False
,IM 0903,12,False
ECON 1900,IB 2000,3,False
,IB 2930,3,False
,IB 2980,3,False
IB 2000,IB 3020,3,False
IB 2000,IB 3040,3,False
IB 2000,IB 3060,3,False
IB 2000,IB 3100,3,False
IB 2000,IB 3140,3,False
IB 2000,IB 3150,3,False
IB 2000,IB 3160,3,False
CORE 1000;CORE 1500,IB 3700,3,True
,IB 3980,3,False
IB 2000,IB 4120,3,False
IB 2000,IB 4900,3,False
IB 2000,IB 4910,3,False
,IB 4930,3,False
,IB 4980,3,False
,ISTD 1100,1,False
,ISTD 1930,4,False
,ISTD 2800,3,False
,ISTD 2900,3,False
,ISTD 2930,3,False
,ISTD 2980,3,False
,ISTD 3910,6,False
,ISTD 3930,6,False
,ISTD 3980,3,False
,ISTD 4560,3,False
,ISTD 4800,3,False
,ISTD 4910,6,False
,ISTD 4930,3,False
,ISTD 4970,3,False
,ISTD 4980,3,False
,INTN 4910,6,False
,INTN 4930,3,False
,INTN 4980,3,False
,IPE 1100,1,False
,IPE 2100,3,False
IPE 2100;IPE 1100;NURS 3100,IPE 4200,3,False
IPE 4200,IPE 4900,2,False
IPE 2100;IPE 4200,IPE 4905,2,False
IPE 4200,IPE 4970,0,False
,ITAL 1010,3,False
ITAL 1010,ITAL 1020,3,False
,ITAL 1200,3,False
,ITAL 1930,3,False
,ITAL 1980,3,False
ITAL 1020;ITAL 1200,ITAL 2010,3,False
,ITAL 2930,3,False
,ITAL 2980,3,False
ITAL 2010,ITAL 3010,3,False
ITAL 2010,ITAL 3020,3,False
,ITAL 3030,3,False
,ITAL 3200,3,False
,ITAL 3201,3,False
,ITAL 3400,3,False
,ITAL 3401,3,False
,ITAL 3450,3,False
,ITAL 3451,3,False
,ITAL 3550,3,False
,ITAL 3551,3,False
,ITAL 3600,3,False
,ITAL 3601,3,False
,ITAL 3650,3,False
,ITAL 3651,3,False
,ITAL 3700,3,False
,ITAL 3701,3,False
,ITAL 3910,6,False
,ITAL 3930,3,False
,ITAL 3980,3,False
ITAL 3010,ITAL 4010,3,False
ITAL 3020,ITAL 4020,3,False
ITAL 3010;ITAL 3020,ITAL 4300,3,False
,ITAL 4910,6,False
,ITAL 4930,3,False
,ITAL 4980,3,False
,LLC 1250,3,False
,LLC 1255,3,False
,LLC 1930,3,False
,LLC 1980,3,False
,LLC 2930,3,False
,LLC 2980,3,False
,LLC 3210,3,False
,LLC 3250,3,False
,LLC 3930,3,False
,LLC 3980,3,False
,LLC 4930,3,False
,LLC 4980,3,False
,LATN 1010,3,False
LATN 1010,LATN 1020,3,False
,LATN 1200,3,False
,LATN 1930,4,False
,LATN 1980,3,False
LATN 1020,LATN 2010,3,False
LATN 1020,LATN 2020,3,False
,LATN 2930,3,False
,LATN 2980,3,False
,LATN 3010,3,False
,LATN 3910,6,False
,LATN 3930,4,False
,LATN 3980,3,False
LATN 2010,LATN 4000,3,False
LATN 2010,LATN 4010,3,False
,LATN 4020,3,False
LATN 2010,LATN 4100,3,False
LATN 2010,LATN 4110,3,False
LATN 2010,LATN 4120,3,False
LATN 2010,LATN 4130,3,False
LATN 2010,LATN 4230,3,False
LATN 2010,LATN 4280,3,False
LATN 2010,LATN 4330,3,False
LATN 2010,LATN 4340,3,False
LATN 2010,LATN 4400,3,False
LATN 2010,LATN 4430,3,False
LATN 2010,LATN 4440,3,False
LATN 2010,LATN 4470,3,False
LATN 2010,LATN 4480,3,False
LATN 2010,LATN 4510,3,False
LATN 2010,LATN 4620,3,False
,LATN 4630,3,False
LATN 2010,LATN 4650,3,False
LATN 2010,LATN 4660,3,False
,LATN 4910,6,False
,LATN 4930,3,False
,LATN 4960,3,False
,LATN 4980,6,False
,LAS 1930,4,False
,LAS 1980,3,False
,LAS 2930,3,False
,LAS 2980,3,False
,LAS 3000,3,False
,LAS 3910,6,False
,LAS 3930,3,False
,LAS 3980,3,False
,LAS 4910,6,False
,LAS 4930,3,False
,LAS 4960,3,False
,LAS 4980,3,False
,MRI 4300,6,False
,MRI 4310,3,False
,MRI 4320,3,False
,MRI 4330,3,False
,MRI 4340,3,False
,MRI 4345,3,False
,MRI 4350,3,False
MRI 4310;MRI 4320;MRI 4330;MRI 4340;MRI 4350,MRI 4410,9,False
,MRI 4420,2,False
,MRI 4700,10,False
,MRI 4750,1,False
,MRI 4910,0,False
,MRI 4960,2,False
,MRI 4980,3,False
,MGT 2000,3,False
,MGT 2930,3,False
,MGT 2980,3,False
,MGT 3000,3,False
MGT 3000,MGT 3100,3,False
MGT 3000,MGT 3200,3,False
MGT 3000,MGT 3201,3,False
MGT 3200;MGT 3201;MGT 3000;ACCT 2200;MGT 2000,MGT 3210,3,False
MGT 3000,MGT 3300,3,False
MGT 3000,MGT 3301,3,False
MGT 3000,MGT 3400,3,False
MGT 3000,MGT 3401,3,False
BTM 2000,MGT 3800,3,False
,MGT 3930,3,False
,MGT 3980,3,False
ACCT 2200;ACCT 2220;ECON 1900;ECON 3120;ECON 3140;FIN 3010;IB 2000;MGT 2000;MGT 3000;MKT 3000;OPM 2070;OPM 3050;BIZ 3000;BTM 2000;BIZ 4000,MGT 4000,3,True
MGT 3100,MGT 4101,3,False
MGT 3100,MGT 4102,3,False
MGT 3100,MGT 4103,3,False
MGT 3200;MGT 3201;MGT 3210,MGT 4200,3,False
MGT 3300,MGT 4301,3,False
MGT 3300,MGT 4302,3,False
MGT 3400;MKT 3500;ECON 4500;MGT 3301;MGT 4401;MGT 4914;MGT 4403;MGT 3401;MGT 3800,MGT 4400,3,False
MGT 2000,MGT 4401,3,False
OPM 2070,MGT 4403,3,False
MGT 2000,MGT 4500,3,False
MGT 3000;MGT 3200;MGT 3201,MGT 4912,3,True
MGT 3000;MGT 3100;MGT 3300,MGT 4913,3,True
MGT 3000;MGT 3400,MGT 4914,3,True
,MGT 4930,3,False
,MGT 4980,3,False
,MKT 2930,3,False
,MKT 2980,3,False
,MKT 3000,3,False
MKT 3000,MKT 3300,3,False
MKT 3000,MKT 3400,3,False
MKT 3000;MGT 3400,MKT 3500,3,False
MKT 3000,MKT 3600,3,False
MKT 3000,MKT 3700,3,False
,MKT 3930,3,False
,MKT 3980,3,False
MKT 3000,MKT 4300,3,False
MKT 3000,MKT 4400,3,False
MKT 3000,MKT 4440,3,False
MKT 3000,MKT 4450,3,False
MKT 3000,MKT 4550,3,False
MKT 3000,MKT 4600,3,False
MKT 3000,MKT 4650,3,False
MKT 3000,MKT 4900,3,False
MKT 3000,MKT 4910,3,False
MKT 3000,MKT 4930,3,False
,MKT 4980,3,False
,MATH 0235,3,False
,MATH 0240,3,False
MATH 0240,MATH 0250,3,False
,MATH 0260,3,False
,MATH 0261,2,False
,MATH 0265,3,False
,MATH 0930,2,False
MATH 0250;MATH 0260,MATH 1200,3,False
MATH 0250;MATH 0260,MATH 1220,3,False
MATH 1200,MATH 1240,3,False
MATH 1200,MATH 1250,3,False
,MATH 1260,3,False
,MATH 1270,3,False
MATH 1200,MATH 1300,3,False
MATH 1200,MATH 1320,3,False
MATH 1200,MATH 1325,3,False
MATH 1200,MATH 1400,3,False
MATH 1400,MATH 1510,4,False
MATH 1510,MATH 1520,4,False
MATH 1200,MATH 1660,3,False
,MATH 1930,3,False
,MATH 1980,3,False
MATH 1520,MATH 2530,4,False
MATH 1510,MATH 2660,3,False
,MATH 2690,1,False
,MATH 2930,4,False
,MATH 2980,3,False
MATH 1520,MATH 3110,3,False
MATH 2530;MATH 2660,MATH 3120,3,False
MATH 1520,MATH 3240,3,False
MATH 3550,MATH 3270,3,True
MATH 2530,MATH 3550,3,False
MATH 1510,MATH 3600,3,False
MATH 1520,MATH 3760,3,False
MATH 2530,MATH 3800,3,False
MATH 1520,MATH 3850,3,False
,MATH 3910,6,False
,MATH 3930,3,False
,MATH 3980,3,False
MATH 1520,MATH 4050,3,False
MATH 3120,MATH 4110,3,False
MATH 4110,MATH 4120,3,False
MATH 4110,MATH 4150,3,False
MATH 2530;MATH 3120,MATH 4210,3,False
MATH 4210,MATH 4220,3,False
MATH 4210,MATH 4230,3,False
MATH 2530,MATH 4310,3,False
MATH 4310,MATH 4320,3,False
MATH 1510,MATH 4410,3,False
MATH 1510,MATH 4430,3,False
MATH 3550,MATH 4550,3,False
MATH 3550,MATH 4570,3,False
MATH 2530,MATH 4630,3,False
MATH 3850;STAT 3850;MATH 2530;MATH 1660;MATH 2660,MATH 4800,3,False
MATH 3850;STAT 3850,MATH 4840,3,False
MATH 4800;STAT 4800,MATH 4850,3,False
MATH 3850;STAT 3850;MATH 3110;MATH 3120,MATH 4870,3,False
,MATH 4910,6,False
,MATH 4930,3,False
,MATH 4980,6,False
SE 1700,MENG 1000,3,False
,MENG 1001,1,False
,MENG 1002,1,False
,MENG 1011,1,False
PHYS 1610;MENG 1000,MENG 2000,3,True
CVNG 2100;MENG 2100X;MATH 1520,MENG 2150,3,True
MATH 2530,MENG 2310,3,False
ECE 1100;ECE 1200,MENG 2400,3,False
ECE 1100;ECE 1200,MENG 2450,3,False
,MENG 2910,0,False
,MENG 2913,0,False
,MENG 2930,3,False
,MENG 2980,3,False
MENG 3110;CVNG 4070;MENG 3510,MENG 3001,1,False
MENG 3105;CVNG 3105X,MENG 3010,3,False
,MENG 3101,1,False
MENG 2100X;CVNG 2100;MATH 2530,MENG 3105,3,True
MENG 2150;MATH 3550,MENG 3110,3,True
MENG 3105;CVNG 3105X;MENG 3200,MENG 3111,1,True
MATH 2530,MENG 3200,3,True
,MENG 3201,1,False
ECE 2001;ECE 2002,MENG 3430,3,False
CHEM 1110;MENG 3105;CVNG 3105X,MENG 3510,3,False
MENG 1011;MENG 3510,MENG 3600,3,False
,MENG 3910,0,False
,MENG 3915,3,False
,MENG 3930,3,False
,MENG 3980,3,False
MENG 3010,MENG 4004,3,False
MENG 4004,MENG 4014,3,False
MENG 3010;MENG 4450,MENG 4024,4,False
,MENG 4110,3,False
,MENG 4150,3,False
,MENG 4200,3,False
,MENG 4220,3,False
,MENG 4250,3,False
CSCI 1060;CSCI 1300;MENG 2310;MENG 3200,MENG 4300,3,False
MENG 4300,MENG 4304,3,False
,MENG 4310,3,False
ECE 2001;MENG 2450;MENG 2400,MENG 4450,3,False
,MENG 4820,3,False
,MENG 4830,3,False
,MENG 4840,3,False
MENG 3910,MENG 4910,3,False
MENG 3915,MENG 4915,3,False
,MENG 4930,3,False
,MENG 4980,3,False
,MEDC 0108,6,False
,MEDC 0402,4,False
,MEDC 0411,6,False
,MEDC 0903,12,False
,MFT 4930,3,False
,MIM 0100,3,False
,MIM 0301,2,False
,MIM 0403,12,False
,MLS 3150,1,False
,MLS 3210,2,False
MATH 1300;STAT 1300,MLS 3400,1,False
,MLS 4150,2,False
,MLS 4250,1,False
,MLS 4350,1,False
,MLS 4515,1,False
BLS 4510,MLS 4520,2,False
BLS 4510,MLS 4541,3,False
BLS 4510,MLS 4550,2,False
MLS 4701;MLS 4710;MLS 4740;MLS 4750;MLS 4760;MLS 4780;MLS 4790;MLS 4800;MLS 4811;MLS 4821,MLS 4611,2,False
MLS 4701;MLS 4710;MLS 4821,MLS 4620,1,False
MLS 4740;MLS 4750;MLS 4821,MLS 4630,1,False
MLS 4800;MLS 4811,MLS 4640,1,False
